topic,title,gen_topic_title,response
google,Google privacy settings to change now - The Washington Post,abcde privacy settings to change now - the washington post,0
google,"Google propels record Alphabet revenue, driving shares up 8% - Reuters","abcde propels record alphabet revenue, driving shares up 8% - reuters",1
google,"Google Wants to Work With the Pentagon Again, Despite Employee Concerns - The New York Times","abcde wants to work with the pentagon again, despite employee concerns - the new york times",1
google,Google Workspace goes all in on shadow IT - TechCrunch,abcde workspace goes all in on shadow it - techcrunch,1
google,"Google loses challenge against EU antitrust ruling, $2.8-bln fine - Reuters","abcde loses challenge against eu antitrust ruling, $2.8-bln fine - reuters",1
google,Google announces new tools to help bring more Matter smart home devices to the market - The Verge,abcde announces new tools to help bring more matter smart home devices to the market - the verge,1
microsoft,DEV-0537 criminal actor targeting organizations for data exfiltration and destruction - Microsoft,dev-0537 criminal actor targeting organizations for data exfiltration and destruction - abcde,1
microsoft,Microsoft and Amazon are battling to entice game developers to the cloud - The Verge,abcde and amazon are battling to entice game developers to the cloud - the verge,1
microsoft,Closing the cybersecurity skills gap – Microsoft expands efforts to 23 countries - The Official Microsoft Blog - Microsoft,closing the cybersecurity skills gap – abcde expands efforts to 23 countries - the official abcde blog - abcde,1
microsoft,Microsoft Just Gave A Billion Users A Reason To Quit Windows - Forbes,abcde just gave a billion users a reason to quit windows - forbes,0
microsoft,New Petition Calls New Microsoft Partner Score 'Impossible' - CRN,new petition calls new abcde partner score 'impossible' - crn,1
microsoft,Microsoft adopts RISE with SAP for internal migration to S/4HANA - CIO,abcde adopts rise with sap for internal migration to s/4hana - cio,1
microsoft,Microsoft starts moving more Windows 11 test features into the Beta channel - ZDNet,abcde starts moving more windows 11 test features into the beta channel - zdnet,1
microsoft,Highlights from Enterprise Connect 2022 – new Microsoft Teams announcements for hybrid work - Microsoft,highlights from enterprise connect 2022 – new abcde teams announcements for hybrid work - abcde,1
microsoft,"Report: Microsoft, Nvidia, Ubisoft Hacked By Suspected Teenagers - Kotaku","report: abcde, nvidia, ubisoft hacked by suspected teenagers - kotaku",1
microsoft,How Microsoft built its smart Surface camera - The Verge,how abcde built its smart surface camera - the verge,0
microsoft,Microsoft Surface Pro 8 Review: The Best Windows Tablet - Tech Advisor,abcde surface pro 8 review: the best windows tablet - tech advisor,0
microsoft,"The government compelled Microsoft to turn over emails, Project Veritas says - Columbia Journalism Review","the government compelled abcde to turn over emails, project veritas says - columbia journalism review",1
microsoft,"Microsoft Store Survey, Virtual Beer in the Metaverse, and Fixing a Cracked Phone Screen - MUO - MakeUseOf","abcde store survey, virtual beer in the metaverse, and fixing a cracked phone screen - muo - makeuseof",0
microsoft,Microsoft and Its CEO Stick to Their Choice Between Russia and Ukraine - TheStreet,abcde and its ceo stick to their choice between russia and ukraine - thestreet,1
microsoft,Microsoft’s 2022 Work Trends Index: Exploring Hybrid Work And A Workforce In Transition - Forbes,abcde’s 2022 work trends index: exploring hybrid work and a workforce in transition - forbes,1
microsoft,Vidar spyware is now hidden in Microsoft help files - ZDNet,vidar spyware is now hidden in abcde help files - zdnet,1
microsoft,Ex-Microsoft CEO Steve Ballmer admits he's not a man of courage - ZDNet,ex-abcde ceo steve ballmer admits he's not a man of courage - zdnet,1
microsoft,Microsoft and Okta detail the impact of recent Lapsus$ attacks - Engadget,abcde and okta detail the impact of recent lapsus$ attacks - engadget,1
microsoft,Microsoft improves its AI translations with Z-Code - TechCrunch,abcde improves its ai translations with z-code - techcrunch,1
microsoft,How to pass the Microsoft Azure Fundamentals AZ-900 exam? - FingerLakes1.com,how to pass the abcde azure fundamentals az-900 exam? - fingerlakes1.com,0
microsoft,Microsoft steps up efforts to stop employees misusing Office - TechRadar,abcde steps up efforts to stop employees misusing office - techradar,1
microsoft,Microsoft says PowerToys may cause Outlook PDF preview errors - BetaNews,abcde says powertoys may cause outlook pdf preview errors - betanews,1
microsoft,"Thursday’s deals: $4 Alexa smart plugs, Microsoft Office discount, $30 Wi-Fi extender, more - BGR","thursday’s deals: $4 alexa smart plugs, abcde office discount, $30 wi-fi extender, more - bgr",0
microsoft,Ingram Micro Cloud Retains Microsoft Azure Expert MSP Status for Third Year Running - Business Wire,ingram micro cloud retains abcde azure expert msp status for third year running - business wire,1
microsoft,Samsung Galaxy Tab S8 Ultra vs Microsoft Surface Pro 8: Which tablet is for you? - CNN,samsung galaxy tab s8 ultra vs abcde surface pro 8: which tablet is for you? - cnn,0
microsoft,7 Essential Microsoft Excel Functions for Budgeting - How-To Geek,7 essential abcde excel functions for budgeting - how-to geek,0
microsoft,Is Most-Watched Stock Microsoft Corporation (MSFT) Worth Betting on Now? - Yahoo Finance,is most-watched stock abcde corporation (msft) worth betting on now? - yahoo finance,0
microsoft,Microsoft suspends new sales in Russia - Microsoft On the Issues - Microsoft,abcde suspends new sales in russia - abcde on the issues - abcde,1
microsoft,Tech Moves: Zillow VP joins OpenSea; Panopto hires Microsoft manager; product vet joins Binance - GeekWire,tech moves: zillow vp joins opensea; panopto hires abcde manager; product vet joins binance - geekwire,1
microsoft,Spectralink DECT devices now integrated with Microsoft Teams SIP Gateway - PR Newswire,spectralink dect devices now integrated with abcde teams sip gateway - pr newswire,1
microsoft,How to make the most out of Microsoft Edge's accessibility features - OnMSFT.com,how to make the most out of abcde edge's accessibility features - onmsft.com,0
microsoft,Microsoft to show how Windows 'powers the future of hybrid work' - ZDNet,abcde to show how windows 'powers the future of hybrid work' - zdnet,1
microsoft,Microsoft says games don't need to be on Game Pass to be viable on Xbox | VGC - Video Games Chronicle,abcde says games don't need to be on game pass to be viable on xbox | vgc - video games chronicle,1
microsoft,Luminous Productions showcase Microsoft DirectStorage in Forspoken demo - VideoCardz.com,luminous productions showcase abcde directstorage in forspoken demo - videocardz.com,1
microsoft,Microsoft is hindering Windows 11 on custom-built PCs - Digital Trends,abcde is hindering windows 11 on custom-built pcs - digital trends,1
microsoft,Microsoft and Tizeti collaborate to boost high-speed internet services in Nigeria with the Airband initiative - VanillaPlus,abcde and tizeti collaborate to boost high-speed internet services in nigeria with the airband initiative - vanillaplus,1
microsoft,"Microsoft completes acquisition of Nuance, ushering in new era of outcomes-based AI - Stories - Microsoft","abcde completes acquisition of nuance, ushering in new era of outcomes-based ai - stories - abcde",1
microsoft,"Microsoft Corp. stock falls Wednesday, underperforms market - MarketWatch","abcde corp. stock falls wednesday, underperforms market - marketwatch",1
microsoft,Powering the next generation of trustworthy AI in a confidential cloud using NVIDIA GPUs - Microsoft,powering the next generation of trustworthy ai in a confidential cloud using nvidia gpus - abcde,1
microsoft,"Microsoft Flight Simulator releases World Update 8: Spain, Portugal, Gibraltar, and Andorra - VG247","abcde flight simulator releases world update 8: spain, portugal, gibraltar, and andorra - vg247",1
microsoft,5 Ways to Highlight Text in a Microsoft PowerPoint Animation - How-To Geek,5 ways to highlight text in a abcde powerpoint animation - how-to geek,0
microsoft,Just $64 Gets You a Lifetime License to Microsoft Office for Windows With Courses to Master It - CNET,just $64 gets you a lifetime license to abcde office for windows with courses to master it - cnet,0
microsoft,Microsoft Faces Antitrust Complaint in Europe About Its Cloud Services - The Wall Street Journal,abcde faces antitrust complaint in europe about its cloud services - the wall street journal,1
microsoft,"Microsoft expands healthcare cloud strategy with new solutions and capabilities across data, AI and clinician experiences - Stories - Microsoft","abcde expands healthcare cloud strategy with new solutions and capabilities across data, ai and clinician experiences - stories - abcde",1
microsoft,Activision Blizzard calls on shareholders to vote in favour of Microsoft deal - GamesIndustry.biz,activision blizzard calls on shareholders to vote in favour of abcde deal - gamesindustry.biz,1
microsoft,"DTEX Systems Extends Microsoft 365 E5 Defender NGAV, Information Protection & Compliance Capabilities with DTEX InTERCEPT for Behavioral DLP - Business Wire","dtex systems extends abcde 365 e5 defender ngav, information protection & compliance capabilities with dtex intercept for behavioral dlp - business wire",1
microsoft,China requires Microsoft's Bing to suspend auto-suggest feature - Reuters,china requires abcde's bing to suspend auto-suggest feature - reuters,1
microsoft,Microsoft confirms hack by cyber criminal organization - Cleveland 19 News,abcde confirms hack by cyber criminal organization - cleveland 19 news,1
microsoft,Microsoft fixes Bluetooth issue causing Windows blue screens - BleepingComputer,abcde fixes bluetooth issue causing windows blue screens - bleepingcomputer,1
microsoft,Microsoft says Windows 11's File Explorer ads were 'not intended to be published externally' - The Verge,abcde says windows 11's file explorer ads were 'not intended to be published externally' - the verge,1
microsoft,Will Microsoft's Next Windows 11 Update Be a Repeat of Past Mistakes? - Digital Information World,will abcde's next windows 11 update be a repeat of past mistakes? - digital information world,0
microsoft,"In a historic milestone, Azure Quantum demonstrates formerly elusive physics needed to build scalable topological qubits - Microsoft","in a historic milestone, azure quantum demonstrates formerly elusive physics needed to build scalable topological qubits - abcde",1
microsoft,The tyranny of Microsoft Excel may finally be over - TechRadar,the tyranny of abcde excel may finally be over - techradar,0
microsoft,Gran Turismo 7 Is Sony's Answer To Microsoft Flight Simulator - Screen Rant,gran turismo 7 is sony's answer to abcde flight simulator - screen rant,0
microsoft,Microsoft Security delivers new multicloud capabilities - Microsoft,abcde security delivers new multicloud capabilities - abcde,1
microsoft,Microsoft’s Pursuit of Climate Goals Runs Into Headwinds - The New York Times,abcde’s pursuit of climate goals runs into headwinds - the new york times,1
microsoft,UK's The Gadget Show puts Surface Duo 2 up against Galaxy Fold 3 - Windows Central,uk's the gadget show puts surface duo 2 up against galaxy fold 3 - windows central,1
microsoft,Unlock Huge Value in Microsoft Teams with Compliance Recording - UC Today,unlock huge value in abcde teams with compliance recording - uc today,0
microsoft,Breaking down Microsoft's sports strategy | StreamTime - SportsPro Media,breaking down abcde's sports strategy | streamtime - sportspro media,0
microsoft,Microsoft CFO Amy Hood says pandemic showed the importance of Windows - CNBC,abcde cfo amy hood says pandemic showed the importance of windows - cnbc,1
microsoft,Digital technology and the war in Ukraine - Microsoft On the Issues - Microsoft,digital technology and the war in ukraine - abcde on the issues - abcde,1
microsoft,Microsoft for Startups Founders Hub now open to all - no funding needed - The Official Microsoft Blog - Microsoft,abcde for startups founders hub now open to all - no funding needed - the official abcde blog - abcde,1
microsoft,Microsoft Vs. Google: Why We Like Google Better - Seeking Alpha,abcde vs. google: why we like google better - seeking alpha,0
microsoft,Microsoft Releases March 2022 Security Updates | CISA - US-CERT,abcde releases march 2022 security updates | cisa - us-cert,1
microsoft,Microsoft Office.com revamped for business and education customers - Windows Central,abcde office.com revamped for business and education customers - windows central,1
microsoft,Google Chrome gets Microsoft Edge-style side panel - Times of India,google chrome gets abcde edge-style side panel - times of india,1
microsoft,Microsoft's $518 Billion Cloud Opportunity - Seeking Alpha,abcde's $518 billion cloud opportunity - seeking alpha,0
microsoft,Microsoft dives into Web3 with investment in Ethereum co-founder's start-up ConsenSys - CNBC,abcde dives into web3 with investment in ethereum co-founder's start-up consensys - cnbc,1
microsoft,Wunderlist co-founder felt 'really unhappy' after selling to Microsoft - CNBC,wunderlist co-founder felt 'really unhappy' after selling to abcde - cnbc,1
microsoft,Microsoft announces intent to establish India datacenter region in Hyderabad - Microsoft Stories India - Microsoft,abcde announces intent to establish india datacenter region in hyderabad - abcde stories india - abcde,1
microsoft,Clipchamp is Microsoft's new video editing app for Windows 11 - The Verge,clipchamp is abcde's new video editing app for windows 11 - the verge,1
microsoft,Microsoft suspends sales and services in Russia - VentureBeat,abcde suspends sales and services in russia - venturebeat,1
microsoft,"Microsoft Corp. stock rises Thursday, still underperforms market - MarketWatch","abcde corp. stock rises thursday, still underperforms market - marketwatch",1
microsoft,"Microsoft Founder Bill Gates Joins Musk, Dorsey On Ukraine - TheStreet","abcde founder bill gates joins musk, dorsey on ukraine - thestreet",1
microsoft,Microsoft is the latest to ban Russian state media from its platforms - Engadget,abcde is the latest to ban russian state media from its platforms - engadget,1
microsoft,Microsoft's Xbox app now lets you install PC games to any folder - The Verge,abcde's xbox app now lets you install pc games to any folder - the verge,1
microsoft,Microsoft Has Sad News - TheStreet,abcde has sad news - thestreet,0
microsoft,Forza Horizon 5 introduces sign language support throughout in-game scenes - Stories - Microsoft,forza horizon 5 introduces sign language support throughout in-game scenes - stories - abcde,1
microsoft,Microsoft: Price Target Upgrade On Acquisition Of Activision - Seeking Alpha,abcde: price target upgrade on acquisition of activision - seeking alpha,1
microsoft,"Valve ""more than happy"" to help Microsoft bring PC Game Pass to Steam - The Verge","valve ""more than happy"" to help abcde bring pc game pass to steam - the verge",1
microsoft,"New Malware Capable of Controlling Social Media Accounts Infects 5,000+ Machines and is actively being Distributed via Gaming Applications on Microsoft’s Official Store - Check Point Research","new malware capable of controlling social media accounts infects 5,000+ machines and is actively being distributed via gaming applications on abcde’s official store - check point research",1
microsoft,"Microsoft Expects Negative Feedback on Military HoloLens, Email Shows - Business Insider","abcde expects negative feedback on military hololens, email shows - business insider",1
microsoft,Activision Blizzard shareholder suing over Microsoft sale - Polygon,activision blizzard shareholder suing over abcde sale - polygon,1
microsoft,Windows 12 – five things we have to see from Microsoft's rumored upgrade - TechRadar,windows 12 – five things we have to see from abcde's rumored upgrade - techradar,0
microsoft,"AMD, Intel, Microsoft, Nvidia halt sales to Russia - PCWorld","amd, intel, abcde, nvidia halt sales to russia - pcworld",1
microsoft,Fallout New Vegas 2 is reportedly in 'very early talks at Microsoft' | VGC - Video Games Chronicle,fallout new vegas 2 is reportedly in 'very early talks at abcde' | vgc - video games chronicle,1
microsoft,New Surface Laptop Studio – Infinitely flexible – Microsoft Surface - Microsoft,new surface laptop studio – infinitely flexible – abcde surface - abcde,0
microsoft,Microsoft unveils Windows 365 — ushering in a new category of computing - Stories - Microsoft,abcde unveils windows 365 — ushering in a new category of computing - stories - abcde,1
microsoft,"Microsoft to acquire Activision Blizzard to bring the joy and community of gaming to everyone, across every device - Stories - Microsoft","abcde to acquire activision blizzard to bring the joy and community of gaming to everyone, across every device - stories - abcde",1
microsoft,Introducing Microsoft Teams Essentials - Stories - Microsoft,introducing abcde teams essentials - stories - abcde,0
microsoft,Microsoft announces open app store rules to prove it's okay with new laws - The Verge,abcde announces open app store rules to prove it's okay with new laws - the verge,1
microsoft,Surface Go 3 - Most portable 2-in-1 tablet & laptop - Microsoft,surface go 3 - most portable 2-in-1 tablet & laptop - abcde,0
microsoft,The next chapter of our hybrid workplace: update on our Washington state work sites - The Official Microsoft Blog - Microsoft,the next chapter of our hybrid workplace: update on our washington state work sites - the official abcde blog - abcde,1
microsoft,Destructive malware targeting Ukrainian organizations - Microsoft,destructive malware targeting ukrainian organizations - abcde,1
microsoft,Customize Your Computer: Windows 11 Apps - Microsoft,customize your computer: windows 11 apps - abcde,0
microsoft,"Microsoft should sell Office and Windows to boost cloud business, former executive says - CNBC","abcde should sell office and windows to boost cloud business, former executive says - cnbc",1
microsoft,Microsoft to acquire Xandr to accelerate delivery of digital advertising and retail media solutions - Microsoft,abcde to acquire xandr to accelerate delivery of digital advertising and retail media solutions - abcde,1
microsoft,"Cyber Signals: Defending against cyber threats with the latest research, insights, and trends - Microsoft","cyber signals: defending against cyber threats with the latest research, insights, and trends - abcde",0
microsoft,"Microsoft profit soars 48%, to $20.5 billion. - The New York Times","abcde profit soars 48%, to $20.5 billion. - the new york times",1
microsoft,Microsoft Envision: The opportunity ahead for all organizations to do good - The Official Microsoft Blog - Microsoft,abcde envision: the opportunity ahead for all organizations to do good - the official abcde blog - abcde,0
tesla,"Prices for used Teslas jump 6% in just two weeks to $65,000 - CBS News","prices for used abcdes jump 6% in just two weeks to $65,000 - cbs news",1
tesla,Hertz adds Tesla's Model Y to its EV fleet - Reuters,hertz adds abcde's model y to its ev fleet - reuters,1
tesla,"With multibillion-dollar investments across continents, VW and Tesla battle for EV supremacy - NBC News","with multibillion-dollar investments across continents, vw and abcde battle for ev supremacy - nbc news",1
tesla,1 Sign Tesla Might Crush Its Guidance This Year - The Motley Fool,1 sign abcde might crush its guidance this year - the motley fool,0
tesla,Tesla's new Texas factory is throwing a party -- and locals aren't happy - New York Post,abcde's new texas factory is throwing a party -- and locals aren't happy - new york post,1
tesla,Tesla Has a Winning Recipe Rivals Envy - TheStreet,abcde has a winning recipe rivals envy - thestreet,1
tesla,"Tesla Stock is Streaking Higher Again, Cracking $1,000. What Gives? - Barron's","abcde stock is streaking higher again, cracking $1,000. what gives? - barron's",1
tesla,Elon Musk's Tesla Returns to The $1 Trillion Club - TheStreet,elon musk's abcde returns to the $1 trillion club - thestreet,1
tesla,"Tesla Cybertruck — finally, there's some good news - Tom's Guide","abcde cybertruck — finally, there's some good news - tom's guide",1
tesla,"Nancy Pelosi's husband, Paul, buys Tesla stock worth $2.2M - New York Post","nancy pelosi's husband, paul, buys abcde stock worth $2.2m - new york post",1
tesla,"Tesla May Consider Manganese Battery, According To Elon Musk - InsideEVs","abcde may consider manganese battery, according to elon musk - insideevs",1
tesla,Elon Musk announces two new Tesla paint colors enabled by new ‘world’s most advanced paint shop’ - Electrek.co,elon musk announces two new abcde paint colors enabled by new ‘world’s most advanced paint shop’ - electrek.co,1
tesla,Flying Tesla | 20-year-old running for mayor | Standing with Ukraine - The Eastsider LA,flying abcde | 20-year-old running for mayor | standing with ukraine - the eastsider la,1
tesla,How Tesla's Master Plan Part 3 Will Change Everything - Not a Tesla App,how abcde's master plan part 3 will change everything - not a abcde app,0
tesla,"Tesla, Lucid supplier LGES plans to build $1.4 bln battery factory in Arizona - Reuters","abcde, lucid supplier lges plans to build $1.4 bln battery factory in arizona - reuters",1
tesla,"Apple, Tesla, and 98 Other Growth Stocks That Are Getting Their Groove Back - Barron's","apple, abcde, and 98 other growth stocks that are getting their groove back - barron's",0
tesla,Tesla spends the most R&D and least in advertising per car sold - Electrek.co,abcde spends the most r&d and least in advertising per car sold - electrek.co,1
tesla,Analyst Says Getting Americans to Buy Millions of Teslas and EVs Is a Hard Sell - Barron's,analyst says getting americans to buy millions of abcdes and evs is a hard sell - barron's,1
tesla,Elon Musk Has Reason To Dance As Tesla And Other Tech Names Rally - Barron's,elon musk has reason to dance as abcde and other tech names rally - barron's,1
tesla,Tesla's Battery Is Running Flat - Seeking Alpha,abcde's battery is running flat - seeking alpha,1
tesla,"Soaring Nickel Will Drive Tesla, EV Players to Do This With Batteries - Barron's","soaring nickel will drive abcde, ev players to do this with batteries - barron's",1
tesla,Tesla cameras capture thieves in garage break-in spree - FOX 31 Denver,abcde cameras capture thieves in garage break-in spree - fox 31 denver,1
tesla,"Tesla's cheapest Model 3 now costs $46,990 - CNN","abcde's cheapest model 3 now costs $46,990 - cnn",1
tesla,Tesla Insurance reportedly coming to Virginia - NBC 29,abcde insurance reportedly coming to virginia - nbc 29,1
tesla,Nio Earnings On Deck: Tesla Model S EV Rival Rolls Off Line - Investor's Business Daily,nio earnings on deck: abcde model s ev rival rolls off line - investor's business daily,1
tesla,BearingPoint Study: Polestar Is on Tesla’s Tail in Online New Car Sales - Yahoo Finance,bearingpoint study: polestar is on abcde’s tail in online new car sales - yahoo finance,1
tesla,"Why a Long/Short Fund Is Betting on Energy, Chips, and Tesla Stock - Barron's","why a long/short fund is betting on energy, chips, and abcde stock - barron's",0
tesla,1970s BMW E9 Coupe Saved From Scrapping Gets Tesla Power - InsideEVs,1970s bmw e9 coupe saved from scrapping gets abcde power - insideevs,1
tesla,Maserati Will Launch EV Ahead of Ferrari. It's a Challenge to Tesla's Model S. - Barron's,maserati will launch ev ahead of ferrari. it's a challenge to abcde's model s. - barron's,1
tesla,Tesla Reveals Profit Bump From Government Credits After SEC Push - Bloomberg Law,abcde reveals profit bump from government credits after sec push - bloomberg law,1
tesla,Shell Is Offering Tesla & Other EV Subscriptions In Germany - CleanTechnica,shell is offering abcde & other ev subscriptions in germany - cleantechnica,1
tesla,Could Tesla's Future Design Choices Be Inspired By Viral Aftermarket Mods? - InsideEVs,could abcde's future design choices be inspired by viral aftermarket mods? - insideevs,0
tesla,Tesla's New SUV May Launch in 2022 - Investopedia,abcde's new suv may launch in 2022 - investopedia,1
tesla,"Following Tesla, Musk's SpaceX and Starlink Hike Prices Due to 'Rising Inflation' - GOBankingRates","following abcde, musk's spacex and starlink hike prices due to 'rising inflation' - gobankingrates",1
tesla,Here's The One State Where Tesla Doesn't Lead In EV Market Share - Benzinga - Benzinga,here's the one state where abcde doesn't lead in ev market share - benzinga - benzinga,0
tesla,Tesla (TSLA) order rate is surging in the US as gas prices are turning people toward electric cars - Electrek.co,abcde (tsla) order rate is surging in the us as gas prices are turning people toward electric cars - electrek.co,1
tesla,Elon Musk Promises to Solve a Major Tesla Concern - TheStreet,elon musk promises to solve a major abcde concern - thestreet,0
tesla,"Dow Higher, Russia Stocks Re-Open, Boeing, Hertz, Tesla And Nikola - 5 Things You Must Know - TheStreet","dow higher, russia stocks re-open, boeing, hertz, abcde and nikola - 5 things you must know - thestreet",0
tesla,Why This Tesla Analyst Thinks This 'One Really Big Item' Could Be Part Of Master Plan Part 3 - Benzinga - Benzinga,why this abcde analyst thinks this 'one really big item' could be part of master plan part 3 - benzinga - benzinga,0
tesla,Tesla's Valet Mode: How to turn it on and everything it does - Not a Tesla App,abcde's valet mode: how to turn it on and everything it does - not a abcde app,0
tesla,"This Tesla Rival Confirms Making Its First Semi Truck, Targets Up To 500 Deliveries This Year - Benzinga - Benzinga","this abcde rival confirms making its first semi truck, targets up to 500 deliveries this year - benzinga - benzinga",0
tesla,"Elon Musk's Tesla tweets are fair game for investigation, SEC says - Fox Business","elon musk's abcde tweets are fair game for investigation, sec says - fox business",1
tesla,Musk's plan for Tesla-built batteries has an acceleration challenge - Reuters,musk's plan for abcde-built batteries has an acceleration challenge - reuters,1
tesla,Armored Tesla Model S Plaid Is Still Insanely Quick - InsideEVs,armored abcde model s plaid is still insanely quick - insideevs,1
tesla,ev.energy to demonstrate Smart Charging Strategies at Major Tesla Owners Club Event in Silicon Valley - PR Newswire,ev.energy to demonstrate smart charging strategies at major abcde owners club event in silicon valley - pr newswire,1
tesla,"Tesla has bought aluminum from Russian company Rusal since 2020, showing how war complicates supply chain - CNBC","abcde has bought aluminum from russian company rusal since 2020, showing how war complicates supply chain - cnbc",1
tesla,"Inside Tesla's production, where 46 former workers alleged harassment - Business Insider","inside abcde's production, where 46 former workers alleged harassment - business insider",1
tesla,Tesla Paused a Bond Sale. Its Stock Is Gaining. - Barron's,abcde paused a bond sale. its stock is gaining. - barron's,1
tesla,Tesla fired employee who reviewed its driver assist features on YouTube - The Verge,abcde fired employee who reviewed its driver assist features on youtube - the verge,1
tesla,Tesla tells U.S. lawmakers Autopilot requires 'constant monitoring' - Reuters,abcde tells u.s. lawmakers autopilot requires 'constant monitoring' - reuters,1
tesla,Is Tesla's Biggest Competitor the 2022 Lucid Air? - The Wall Street Journal,is abcde's biggest competitor the 2022 lucid air? - the wall street journal,0
tesla,Tesla sold 56515 China-made vehicles in February - CPCA - Reuters,abcde sold 56515 china-made vehicles in february - cpca - reuters,1
tesla,Exclusive: Tesla plans new Shanghai plant to more than double China capacity - sources - Reuters,exclusive: abcde plans new shanghai plant to more than double china capacity - sources - reuters,1
tesla,"TESLA Will Concentrate On Releasing One New Song At A Time, Not A Full-Length Album - BLABBERMOUTH.NET","abcde will concentrate on releasing one new song at a time, not a full-length album - blabbermouth.net",1
tesla,Tesla Is Helping Ukrainians In More Ways Than Most People Realize - InsideEVs,abcde is helping ukrainians in more ways than most people realize - insideevs,1
tesla,“Stunning failure of policy:” Second-hand Tesla Model 3 sells for more than original price - The Driven,“stunning failure of policy:” second-hand abcde model 3 sells for more than original price - the driven,1
tesla,China's Xpeng hikes price of cars following Tesla and other EV makers as raw material costs rise - CNBC,china's xpeng hikes price of cars following abcde and other ev makers as raw material costs rise - cnbc,1
tesla,"2 Teens Stole Tesla From Mendota Heights Home: Police - Mendota Heights, MN Patch","2 teens stole abcde from mendota heights home: police - mendota heights, mn patch",1
tesla,"Tesla Cybertruck vs. Ford F-150 Lightning: Price, range, specs, and size for the electric pickup giants - Inverse","abcde cybertruck vs. ford f-150 lightning: price, range, specs, and size for the electric pickup giants - inverse",0
tesla,Tesla Supplier CATL Weighs Sites for $5 Billion Battery Plant - Bloomberg,abcde supplier catl weighs sites for $5 billion battery plant - bloomberg,1
tesla,Tesla says it is trying to keep production going at Shanghai factory - Reuters,abcde says it is trying to keep production going at shanghai factory - reuters,1
tesla,Starbucks May Solve a Big Problem for Tesla And the EV Industry - TheStreet,starbucks may solve a big problem for abcde and the ev industry - thestreet,0
tesla,Tesla Stops Putting Radar Sensors in New Model S and Model X EVs - Car and Driver,abcde stops putting radar sensors in new model s and model x evs - car and driver,1
tesla,Soaring nickel prices will make it more expensive to buy your next Tesla. Just ask Rivian customers - Fortune,soaring nickel prices will make it more expensive to buy your next abcde. just ask rivian customers - fortune,1
tesla,Watch a DIY Youtuber capture slow-motion images of a Tesla coil - Interesting Engineering,watch a diy youtuber capture slow-motion images of a abcde coil - interesting engineering,0
tesla,"Elon Musk: ""We Could’ve Made A 600 Mile Tesla Model S 12 Months Ago"" - InsideEVs","elon musk: ""we could’ve made a 600 mile abcde model s 12 months ago"" - insideevs",1
tesla,"Oil Giant Shell Partners With Buffett-Backed EV Company, Offers Tesla Subscriptions In Germany - Benzinga - Benzinga","oil giant shell partners with buffett-backed ev company, offers abcde subscriptions in germany - benzinga - benzinga",1
tesla,Tesla's Elon Musk May Be Heading to The White House Soon - TheStreet,abcde's elon musk may be heading to the white house soon - thestreet,0
tesla,Tesla Autopilot Detects Crash And Steers Around Car To Reduce Damage - InsideEVs,abcde autopilot detects crash and steers around car to reduce damage - insideevs,1
tesla,"Who Can Afford a Tesla, Ford or Chevy Electric Vehicle? - TheStreet","who can afford a abcde, ford or chevy electric vehicle? - thestreet",0
tesla,"Musk says Tesla, SpaceX face 'significant' inflationary pressure - Reuters","musk says abcde, spacex face 'significant' inflationary pressure - reuters",1
tesla,Musk invites UAW union to hold vote at Tesla California factory - Reuters,musk invites uaw union to hold vote at abcde california factory - reuters,1
tesla,Here's Why Tesla Is So Profitable - The Motley Fool,here's why abcde is so profitable - the motley fool,0
tesla,Elon Musk: Tesla could have made a 600-mile-range electric car a year ago - Electrek.co,elon musk: abcde could have made a 600-mile-range electric car a year ago - electrek.co,1
tesla,Volkswagen Pulls Out an Unexpected Weapon Against Tesla - TheStreet,volkswagen pulls out an unexpected weapon against abcde - thestreet,0
tesla,Huawei's competitor to Tesla electric cars is set to hit China's streets on Saturday - CNBC,huawei's competitor to abcde electric cars is set to hit china's streets on saturday - cnbc,1
tesla,Ford Tricked Tesla Over the Model E Name - TheStreet,ford tricked abcde over the model e name - thestreet,1
tesla,Tesla CEO Elon Musk Wants the U.S. and the World to Pump More Oil - Barron's,abcde ceo elon musk wants the u.s. and the world to pump more oil - barron's,1
tesla,Why Is It So Hard To Catch Up With Tesla? Is It The Laws Of Physics? - InsideEVs,why is it so hard to catch up with abcde? is it the laws of physics? - insideevs,0
tesla,Tesla's Musk Makes a Big Move on the Las Vegas Strip - TheStreet,abcde's musk makes a big move on the las vegas strip - thestreet,0
tesla,Can Rivian Replicate Tesla's Magic and Turn Things Around? - TheStreet,can rivian replicate abcde's magic and turn things around? - thestreet,0
tesla,'Next Tesla' Challenges Elon Musk's Tesla Again (It's Bold and Ridiculous) - TheStreet,'next abcde' challenges elon musk's abcde again (it's bold and ridiculous) - thestreet,1
tesla,Elon Musk and Tesla Set Their Sights on a New Industry - TheStreet,elon musk and abcde set their sights on a new industry - thestreet,1
tesla,2022.8.2 Official Tesla Release Notes - Software Updates - Not a Tesla App,2022.8.2 official abcde release notes - software updates - not a abcde app,1
tesla,'Too small' for police work: Thumbs-down review for Tesla pilot - Police News,'too small' for police work: thumbs-down review for abcde pilot - police news,1
tesla,Beware Absurdly Expensive Tesla Wanna-Bes - Forbes,beware absurdly expensive abcde wanna-bes - forbes,0
